Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1013309,,58,WESTRIDGE ROAD NW,N,4610,WESTRIDGE,sipiwiyiniwak Ward,500,53.50813857,-113.6114207,POINT (-113.61142066622085 53.50813856558585),100,,,COMMERCIAL,,
1171685,7,3115,119 STREET NW,N,5490,SWEET GRASS,Ipiihkoohkanipiaohtsi Ward,200500,53.46280087,-113.5375251,POINT (-113.5375250781339 53.4628008739653),100,,,RESIDENTIAL,,
1248848,,10605,BEAUMARIS ROAD NW,Y,3040,BEAUMARIS,tastawiyiniwak Ward,223000,53.62026678,-113.5058493,POINT (-113.50584932320751 53.62026678022783),100,,,RESIDENTIAL,,
1183987,,18412,66 AVENUE NW,Y,4380,ORMSBY PLACE,sipiwiyiniwak Ward,389500,53.50099641,-113.6405064,POINT (-113.64050642881213 53.500996412203705),100,,,RESIDENTIAL,,
1132232,,14749,25 STREET NW,N,2280,FRASER,Dene Ward,139500,53.6107272,-113.3764747,POINT (-113.3764746669787 53.61072720326497),100,,,RESIDENTIAL,,
1220318,,9308,169 STREET NW,N,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,307500,53.52907707,-113.6143077,POINT (-113.61430766203435 53.529077074967596),100,,,RESIDENTIAL,,
1115971,,21010,100 AVENUE NW,N,4485,LEWIS FARMS INDUSTRIAL,Nakota Isga Ward,2284000,53.54015316,-113.6817595,POINT (-113.68175948698295 53.540153157917445),100,,,COMMERCIAL,,
1016690,,1215,105 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,395500,53.44298997,-113.4968584,POINT (-113.49685842569961 53.44298996614907),100,,,RESIDENTIAL,,
1078047,,12005,90 STREET NW,Y,1010,ALBERTA AVENUE,Métis Ward,429500,53.57379324,-113.4791541,POINT (-113.47915414030548 53.57379323838955),100,,,RESIDENTIAL,,
1212828,502,11826,100 AVENUE NW,N,1150,OLIVER,O-day'min Ward,748500,53.53994991,-113.5262926,POINT (-113.52629261997346 53.53994990978465),100,,,RESIDENTIAL,,
1101823,,18903,33 STREET NE,N,2671,MARQUIS,Dene Ward,473000,53.6522662,-113.2914864,POINT (-113.29148636877346 53.65226619782095),100,,,RESIDENTIAL,,
1357805,,9926,158 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,343000,53.5383141,-113.5943148,POINT (-113.5943148032809 53.53831409688402),100,,,RESIDENTIAL,,
1041193,103,11330,108 AVENUE NW,N,1180,QUEEN MARY PARK,O-day'min Ward,100500,53.55324026,-113.5171054,POINT (-113.51710541219413 53.55324026424178),100,,,RESIDENTIAL,,
1086974,1705,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,137000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1026954,15,1020,41 STREET NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,162000,53.43868162,-113.4059271,POINT (-113.4059270538057 53.43868161758746),100,,,RESIDENTIAL,,
1041243,202,11330,108 AVENUE NW,N,1180,QUEEN MARY PARK,O-day'min Ward,114000,53.55324026,-113.5171054,POINT (-113.51710541219413 53.55324026424178),100,,,RESIDENTIAL,,
1234095,806,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,156500,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1281427,,9739,155 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,275500,53.5359497,-113.5882405,POINT (-113.58824053260852 53.53594970109366),100,,,RESIDENTIAL,,
1032226,,2582,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,170000,53.45704126,-113.4543188,POINT (-113.45431883515649 53.45704125727985),100,,,RESIDENTIAL,,
1145549,,15620,81 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,413500,53.51542318,-113.5922641,POINT (-113.59226413555533 53.51542318003287),100,,,RESIDENTIAL,,
1183284,,9007,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,338500,53.52530395,-113.5915526,POINT (-113.59155260662482 53.52530395030594),100,,,RESIDENTIAL,,
1054220,,4125,37A STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,314000,53.4769187,-113.3976067,POINT (-113.39760674348663 53.47691869563986),100,,,RESIDENTIAL,,
1265735,,9111,150 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,277500,53.52534217,-113.5792927,POINT (-113.5792927415422 53.52534216626108),100,,,RESIDENTIAL,,
1080191,,3208,36 STREET NW,Y,6030,BISSET,Sspomitapi Ward,302000,53.46229518,-113.397595,POINT (-113.39759501701238 53.4622951760782),100,,,RESIDENTIAL,,
1129204,,18735,72 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,320000,53.50507716,-113.647364,POINT (-113.64736404573875 53.50507715753219),100,,,RESIDENTIAL,,
1355726,304,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,72000,53.60308935,-113.3828775,POINT (-113.38287754691208 53.60308934739325),100,,,RESIDENTIAL,,
1199926,,9471,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,345000,53.53126894,-113.5970369,POINT (-113.59703694695688 53.53126893954819),100,,,RESIDENTIAL,,
1294537,44,14620,26 STREET NW,N,2280,FRASER,Dene Ward,154500,53.61091519,-113.3800782,POINT (-113.38007816269625 53.61091518703206),100,,,RESIDENTIAL,,
1070259,,2503,170 STREET SW,N,5579,GLENRIDDING RAVINE,Ipiihkoohkanipiaohtsi Ward,228500,53.41405562,-113.607885,POINT (-113.60788500358284 53.41405562091771),99,1,,RESIDENTIAL,FARMLAND,
1302967,,9638,150 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,378000,53.53418785,-113.5802762,POINT (-113.58027623800236 53.534187854850714),100,,,RESIDENTIAL,,
1315043,902,10011,123 STREET NW,N,1150,OLIVER,O-day'min Ward,192000,53.54094874,-113.533619,POINT (-113.53361896511977 53.540948737537185),100,,,RESIDENTIAL,,
1279488,23,1651,46 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,185000,53.44449555,-113.4080561,POINT (-113.40805607019388 53.44449555015787),100,,,RESIDENTIAL,,
1110428,,5240,EDGEMONT BOULEVARD NW,Y,4462,EDGEMONT,sipiwiyiniwak Ward,1354000,53.47225376,-113.679673,POINT (-113.67967304473495 53.47225376315805),55,42,2,FARMLAND,RESIDENTIAL,FARMLAND
1066471,,3710,MERIDIAN STREET SW,N,6663,DECOTEAU,Sspomitapi Ward,518500,53.3995063,-113.3491785,POINT (-113.34917849006939 53.39950630120925),98,2,,RESIDENTIAL,FARMLAND,
1085786,,12145,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,446000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,COMMERCIAL,,
1355403,105,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,70500,53.60308935,-113.3828775,POINT (-113.38287754691208 53.60308934739325),100,,,RESIDENTIAL,,
1314285,1201,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,157500,53.5379826,-113.50974,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1181486,,9110,156 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,347500,53.52551078,-113.590925,POINT (-113.59092497861022 53.525510780195575),100,,,RESIDENTIAL,,
1190867,,8841,159A STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,366500,53.52265749,-113.596971,POINT (-113.59697098779336 53.52265749359117),100,,,RESIDENTIAL,,
1176346,,8327,165 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,327500,53.51810611,-113.6064516,POINT (-113.60645157847439 53.51810611296149),100,,,RESIDENTIAL,,
1097443,,17736,92 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,410000,53.64025594,-113.4819916,POINT (-113.48199163078432 53.64025593966015),100,,,RESIDENTIAL,,
1241868,,16607,94 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,339500,53.53043904,-113.6092359,POINT (-113.60923588560793 53.53043904209027),100,,,RESIDENTIAL,,
1299544,,15121,94 AVENUE NW,N,4500,SHERWOOD,sipiwiyiniwak Ward,408000,53.5298154,-113.582811,POINT (-113.58281095707602 53.52981540393322),100,,,RESIDENTIAL,,
1091016,,14617,55 STREET NW,N,2130,CASSELMAN,Dene Ward,153500,53.60977005,-113.4227675,POINT (-113.42276746215013 53.60977005024769),100,,,RESIDENTIAL,,
1189026,,8907,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,344000,53.52467892,-113.6008724,POINT (-113.60087239778068 53.52467892080954),100,,,RESIDENTIAL,,
1156546,,16005,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,315500,53.51657815,-113.5990415,POINT (-113.5990414802993 53.516578152192174),100,,,RESIDENTIAL,,
1001304,,1604,184 STREET NW,N,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,59000,53.44568682,-113.6414127,POINT (-113.64141266050682 53.44568681847858),100,,,COMMERCIAL,,
1028950,2,10415,78 AVENUE NW,N,5330,QUEEN ALEXANDRA,papastew Ward,89000,53.51396841,-113.4986666,POINT (-113.49866661977046 53.51396841255596),100,,,RESIDENTIAL,,
1123835,,22420,122 AVENUE NW,Y,4477,KINGLET GARDENS,Nakota Isga Ward,795500,53.57699073,-113.7038496,POINT (-113.7038496086121 53.57699073171257),100,,,RESIDENTIAL,,
1354869,,9919,157 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,420500,53.53827839,-113.591575,POINT (-113.59157496100292 53.53827838845381),100,,,RESIDENTIAL,,
1096270,,17904,92 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,341500,53.64234178,-113.4821048,POINT (-113.48210482478713 53.64234177874919),100,,,RESIDENTIAL,,
1153188,,16114,83 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,298500,53.51712693,-113.6012865,POINT (-113.60128649562381 53.517126925940005),100,,,RESIDENTIAL,,
1295104,605,12225,STONY PLAIN ROAD NW,N,1150,OLIVER,O-day'min Ward,140500,53.54632952,-113.5336275,POINT (-113.53362754335504 53.54632952208474),100,,,RESIDENTIAL,,
1234418,1108,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,166500,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1140029,,15720,86 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,381500,53.518664,-113.5937304,POINT (-113.59373039304022 53.51866400021622),100,,,RESIDENTIAL,,
1182914,401,10330,116 STREET NW,N,1150,OLIVER,O-day'min Ward,93000,53.54533669,-113.521826,POINT (-113.52182596053272 53.54533669113939),100,,,RESIDENTIAL,,
1112572,,15310,RIO TERRACE DRIVE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,762000,53.5060191,-113.5851915,POINT (-113.5851914998644 53.50601910048953),100,,,RESIDENTIAL,,
1313097,208,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,142500,53.5379826,-113.50974,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1045749,,4709,35 AVENUE NW,N,6530,MINCHAU,Sspomitapi Ward,161000,53.46509244,-113.4135895,POINT (-113.41358948397541 53.46509244029403),100,,,RESIDENTIAL,,
1292887,,12906,68 STREET NW,N,2020,BALWIN,tastawiyiniwak Ward,201500,53.58790257,-113.4465348,POINT (-113.44653484619923 53.58790257189662),100,,,RESIDENTIAL,,
1085935,307,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,119500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1142025,,7112,187A STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,391500,53.50457191,-113.6473607,POINT (-113.64736065278353 53.504571913917594),100,,,RESIDENTIAL,,
1095561,,267,HEATH ROAD NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,468500,53.4637004,-113.5994579,POINT (-113.59945785025162 53.46370039555943),100,,,RESIDENTIAL,,
1235852,18,17409,95 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,142000,53.63696953,-113.4870076,POINT (-113.48700761284312 53.63696952747644),100,,,RESIDENTIAL,,
1289156,202,17107,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,97000,53.49898412,-113.6193025,POINT (-113.61930247119706 53.49898412109566),100,,,RESIDENTIAL,,
1282920,27,2703,79 STREET NW,N,6470,MEYONOHK,Karhiio Ward,133500,53.45774844,-113.4525293,POINT (-113.45252934111195 53.457748444411344),100,,,RESIDENTIAL,,
1109834,,21010,9 AVENUE SW,Y,4463,RIVERVIEW AREA,sipiwiyiniwak Ward,692500,53.42617332,-113.6824029,POINT (-113.68240286847404 53.426173319908784),100,,,RESIDENTIAL,,
1233204,,9521,108A AVENUE NW,N,1140,MCCAULEY,O-day'min Ward,5748000,53.55517903,-113.4854793,POINT (-113.48547929162082 53.555179033405814),100,,,OTHER RESIDENTIAL,,
1063239,,11126,83 AVENUE NW,N,5200,GARNEAU,papastew Ward,297500,53.51937213,-113.5186003,POINT (-113.51860032581321 53.519372127196945),100,,,RESIDENTIAL,,
1314343,1306,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,221000,53.5379826,-113.50974,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1091552,,14674,54 STREET NW,N,2130,CASSELMAN,Dene Ward,154000,53.60977005,-113.4227675,POINT (-113.42276746215013 53.60977005024769),100,,,RESIDENTIAL,,
1319862,306,10136,160 STREET NW,N,4060,BRITANNIA YOUNGSTOWN,Nakota Isga Ward,97500,53.54205924,-113.5969125,POINT (-113.59691253943544 53.54205923616651),100,,,RESIDENTIAL,,
1125194,53,4403,RIVERBEND ROAD NW,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,190000,53.48156209,-113.5788299,POINT (-113.57882985906069 53.481562086954206),100,,,RESIDENTIAL,,
1355239,202,2604,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,55500,53.60308935,-113.3828775,POINT (-113.38287754691208 53.60308934739325),100,,,RESIDENTIAL,,
1062140,304,10175,114 STREET NW,N,1150,OLIVER,O-day'min Ward,124000,53.54263735,-113.5170943,POINT (-113.51709427725768 53.542637347578406),100,,,RESIDENTIAL,,
1082312,,,,N,1150,OLIVER,O-day'min Ward,8000,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1014646,,268,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,493500,53.50857069,-113.6100919,POINT (-113.61009188003113 53.50857069287118),100,,,RESIDENTIAL,,
1268580,,9036,150 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,312000,53.52421561,-113.5802892,POINT (-113.58028924928675 53.5242156065816),100,,,RESIDENTIAL,,
1044759,,14914,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,265000,53.4802337,-113.5794997,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1018035,,10808,99 AVENUE NW,N,1090,DOWNTOWN,O-day'min Ward,23055000,53.53777614,-113.5071189,POINT (-113.50711890596642 53.537776139117774),100,,,COMMERCIAL,,
1133339,,11236,51 STREET NW,N,2330,HIGHLANDS,Métis Ward,275000,53.5682537,-113.4204515,POINT (-113.42045152633791 53.568253696991114),100,,,RESIDENTIAL,,
1010206,,15,WESTRIDGE ROAD NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,554000,53.50618141,-113.6083213,POINT (-113.60832125412412 53.50618141021902),100,,,RESIDENTIAL,,
1120203,,22504,112 AVENUE NW,N,4670,WINTERBURN INDUSTRIAL AREA WEST,Nakota Isga Ward,7500,53.56092251,-113.7045462,POINT (-113.70454624805916 53.56092250863538),100,,,COMMERCIAL,,
1242585,,16603,93A AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,344500,53.52960114,-113.6092478,POINT (-113.60924782598372 53.529601138563244),100,,,RESIDENTIAL,,
1006022,101,10138,116 STREET NW,N,1150,OLIVER,O-day'min Ward,97500,53.54195418,-113.5218297,POINT (-113.52182973833129 53.54195417542538),100,,,RESIDENTIAL,,
1033513,,18409,96A AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,303500,53.53182283,-113.6403936,POINT (-113.64039363985128 53.531822831241676),100,,,RESIDENTIAL,,
1107945,,15604,137 AVENUE NW,N,4320,MISTATIM INDUSTRIAL,Anirniq Ward,302500,53.60026831,-113.5936483,POINT (-113.59364829202923 53.600268309183015),100,,,COMMERCIAL,,
1225978,,1920,108 STREET NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,328000,53.4503772,-113.5078778,POINT (-113.50787780735823 53.45037719782617),100,,,RESIDENTIAL,,
1071133,,104,WINDERMERE DRIVE NW,Y,5570,WINDERMERE,pihêsiwin Ward,3274000,53.44030419,-113.6324425,POINT (-113.6324424912495 53.44030418845668),100,,,RESIDENTIAL,,
1355627,202,2608,139 AVENUE NW,N,2030,BANNERMAN,Dene Ward,56500,53.60308935,-113.3828775,POINT (-113.38287754691208 53.60308934739325),100,,,RESIDENTIAL,,
1036474,,18023,95 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,351000,53.64265699,-113.488252,POINT (-113.48825197277611 53.64265699039191),100,,,RESIDENTIAL,,
1276328,,9241,156 STREET NW,Y,4500,SHERWOOD,sipiwiyiniwak Ward,252500,53.5279314,-113.5898102,POINT (-113.58981017536374 53.52793139842336),100,,,RESIDENTIAL,,
1296128,,9803,152 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,583500,53.53633105,-113.5827999,POINT (-113.58279992280097 53.53633105390522),100,,,RESIDENTIAL,,
1007608,,8323,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,333500,53.61427479,-113.4695163,POINT (-113.46951627995438 53.61427478611038),100,,,RESIDENTIAL,,
1304773,,927,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,575000,53.49824961,-113.6035944,POINT (-113.60359442993243 53.49824961172239),100,,,RESIDENTIAL,,
1027432,28,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,159000,53.45176321,-113.4007963,POINT (-113.40079628530401 53.451763208012686),100,,,RESIDENTIAL,,
1078492,,8018,152C AVENUE NW,N,2410,KILKENNY,tastawiyiniwak Ward,500,53.6155377,-113.4666729,POINT (-113.46667294188715 53.615537701847785),100,,,COMMERCIAL,,
1097088,,9308,177 AVENUE NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,317000,53.63951328,-113.4849644,POINT (-113.48496437980315 53.63951327871449),100,,,RESIDENTIAL,,
1208842,,7203,183B STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,278000,53.50613998,-113.6393634,POINT (-113.63936337584968 53.50613997722751),100,,,RESIDENTIAL,,
1247907,3,3111,142 AVENUE NW,N,2320,HAIRSINE,Dene Ward,121000,53.60579807,-113.3888382,POINT (-113.38883823729446 53.60579806992998),100,,,RESIDENTIAL,,
1304609,,9823,151 STREET NW,Y,4580,WEST JASPER PLACE,Nakota Isga Ward,298000,53.53699739,-113.5810434,POINT (-113.5810434431394 53.53699738576272),100,,,RESIDENTIAL,,
1177716,1702,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,232000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1121904,,8422,149 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,360500,53.51773417,-113.5785523,POINT (-113.57855234762732 53.517734171439564),100,,,RESIDENTIAL,,
1196211,,15614,83A STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,304500,53.61704421,-113.4703001,POINT (-113.47030006319348 53.61704420645496),100,,,RESIDENTIAL,,
1169705,102,16725,106 STREET NW,N,3030,BATURYN,tastawiyiniwak Ward,178000,53.62981153,-113.5047156,POINT (-113.50471561757047 53.62981153409209),100,,,RESIDENTIAL,,
1189968,,8828,160 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,406500,53.52423559,-113.5973344,POINT (-113.59733442395604 53.5242355919746),100,,,RESIDENTIAL,,
1255553,,63,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,146000,53.48548454,-113.497699,POINT (-113.4976989872093 53.48548453723555),100,,,RESIDENTIAL,,
1197862,86,7604,29 AVENUE NW,N,6340,KAMEYOSEK,Karhiio Ward,196500,53.46092194,-113.447062,POINT (-113.4470620330178 53.460921936964624),100,,,RESIDENTIAL,,
1086826,1504,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,169500,53.54077191,-113.532136,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1033661,,18426,96 AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,309500,53.53166821,-113.6414036,POINT (-113.64140364861326 53.53166821175056),100,,,RESIDENTIAL,,
1295872,21,10205,158 AVENUE NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,174000,53.61879818,-113.5000049,POINT (-113.50000485555766 53.61879818329765),100,,,RESIDENTIAL,,
1214394,,,,N,1070,CROMDALE,Métis Ward,8000,53.55591201,-113.4703111,POINT (-113.47031114606736 53.55591201019),100,,,RESIDENTIAL,,
1170109,,8101,168 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,336000,53.51540409,-113.6105499,POINT (-113.61054990657018 53.51540408801339),100,,,RESIDENTIAL,,
1074129,,404,67 AVENUE NW,N,6420,MAPLE RIDGE INDUSTRIAL,Sspomitapi Ward,1518500,53.5043347,-113.3482283,POINT (-113.3482282626443 53.504334701901946),75,25,,COMMERCIAL,RESIDENTIAL,
1042902,15,15710,BEAUMARIS ROAD NW,N,3040,BEAUMARIS,tastawiyiniwak Ward,209500,53.61796617,-113.5032867,POINT (-113.50328670443773 53.61796617035923),100,,,RESIDENTIAL,,
1329234,102,9816,156 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,71500,53.53669311,-113.590851,POINT (-113.59085100674228 53.5366931094185),100,,,RESIDENTIAL,,
1017391,,1046,106 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,461500,53.44088616,-113.4988619,POINT (-113.49886193754146 53.440886163268864),100,,,RESIDENTIAL,,
1009208,,15228,85 STREET NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,354000,53.61565135,-113.4721989,POINT (-113.4721989214629 53.61565134819834),100,,,RESIDENTIAL,,
1324920,,9518,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,322000,53.53240496,-113.5978374,POINT (-113.59783744703573 53.5324049637763),100,,,RESIDENTIAL,,
1196922,,8717,162 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,336000,53.52123394,-113.600912,POINT (-113.60091204496715 53.521233940392044),100,,,RESIDENTIAL,,
1204908,,15900,94 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,351000,53.53010286,-113.5941664,POINT (-113.59416641332729 53.5301028622408),100,,,RESIDENTIAL,,
1265305,P143,14808,26 STREET NW,N,2280,FRASER,Dene Ward,4500,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
1158286,,8013,162 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,315000,53.51463295,-113.6007074,POINT (-113.60070744299128 53.51463295134968),100,,,RESIDENTIAL,,
1186709,,16120,90 AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,353000,53.52609242,-113.5985257,POINT (-113.59852571324886 53.52609242373043),100,,,RESIDENTIAL,,
1235159,1707,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,194000,53.52349869,-113.4938707,POINT (-113.49387074720232 53.52349869063701),100,,,RESIDENTIAL,,
1018845,,5311,86 STREET NW,N,6430,MCINTYRE INDUSTRIAL,Karhiio Ward,8110000,53.4911231,-113.4535682,POINT (-113.45356823652862 53.491123102020865),100,,,COMMERCIAL,,
1314053,1001,9917,110 STREET NW,N,1150,OLIVER,O-day'min Ward,184500,53.5379826,-113.50974,POINT (-113.50973998466505 53.5379825975964),100,,,RESIDENTIAL,,
1103233,,,,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,25000,53.68815904,-113.3165853,POINT (-113.31658531709313 53.68815904083973),100,,,COMMERCIAL,,
1194851,,15919,88A AVENUE NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,346000,53.52205008,-113.5971299,POINT (-113.59712990506613 53.522050075874766),100,,,RESIDENTIAL,,
1177567,1506,10135,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,234000,53.52417325,-113.4926579,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1014695,,1503,104 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,404000,53.44571986,-113.4939518,POINT (-113.49395184796086 53.44571985791548),100,,,RESIDENTIAL,,
1059286,,159,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,307000,53.48083476,-113.4045187,POINT (-113.40451871604853 53.480834759945616),100,,,RESIDENTIAL,,
1071547,,228,WINDERMERE DRIVE NW,N,5570,WINDERMERE,pihêsiwin Ward,31500,53.44857148,-113.62173,POINT (-113.62173004037669 53.44857148217905),100,,,COMMERCIAL,,
1160894,,8010,163 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,326500,53.51448583,-113.6030903,POINT (-113.60309032451212 53.51448582913832),100,,,RESIDENTIAL,,
1221688,,11225,156 STREET NW,N,4210,HIGH PARK INDUSTRIAL,Anirniq Ward,2065000,53.5618115,-113.5895381,POINT (-113.58953813704659 53.56181150250523),100,,,COMMERCIAL,,
1010115,,968,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,490500,53.47921303,-113.5894049,POINT (-113.58940488962226 53.47921302686912),100,,,RESIDENTIAL,,
1180884,,18832,78 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,333000,53.51137801,-113.6485571,POINT (-113.64855708791242 53.51137801172644),100,,,RESIDENTIAL,,
1012392,,15122,45 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,265000,53.48456049,-113.5819129,POINT (-113.58191288991183 53.48456049274555),100,,,RESIDENTIAL,,
1334309,,9544,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,333500,53.53339028,-113.6142615,POINT (-113.61426151677742 53.53339028103232),100,,,RESIDENTIAL,,
1176494,,8317,165 STREET NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,329500,53.51740989,-113.6064598,POINT (-113.60645984927675 53.51740989119828),100,,,RESIDENTIAL,,
1247493,302,1624,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,88500,53.44606657,-113.4142418,POINT (-113.41424176621011 53.446066565934494),100,,,RESIDENTIAL,,
1263938,307,14908,26 STREET NW,N,2280,FRASER,Dene Ward,62500,53.61197346,-113.3794813,POINT (-113.37948128519791 53.61197346411985),100,,,RESIDENTIAL,,
